ID,Amir,Ali,Misagh,Agreement Percent,target,doc,,,,,,,
286,1,1,1,100,1,"My code obove connects to a database with all country names.  My game prints success when the last letter of the country given last equals the first letter of the country given next turn.  For example I type Canada, next input is Angola ect ...",,,,,,,
287,1,1,1,100,1,"['I ran into a problem with compiling my code. I managed to fix all the compiling errors that popped up aside from a few cannot find symbols all revolving around points I receive input. For the life of me I cannot find what is causing them. I realize I\'m probably overlooking something, but I have no idea what that is at this moment.",,,,,,,
288,0,0,0,100,0,import java.util.Scanner;,,,,,,,
289,0,0,0,100,0,import java.io.*;,,,,,,,
290,0,0,0,100,0,public class Tester{,,,,,,,
291,0,0,0,100,0,    public static void main(String[] args){,,,,,,,
292,0,0,0,100,0,    Scanner input=new Scanner(new File(args[0]));,,,,,,,
293,0,0,0,100,0,     char posit = input.nextChar();//Finds first character,,,,,,,
294,0,0,0,100,0,     String compar = Character.toString(posit);,,,,,,,
295,0,0,0,100,0,"     if(compar.equals(""#"")){//If using manager symbol",,,,,,,
296,0,0,0,100,0,        String firstN = input.nextString();,,,,,,,
297,0,0,0,100,0,        String lastN = input.nextString();,,,,,,,
298,0,0,0,100,0,        double var1 = input.nextDouble();,,,,,,,
299,0,0,0,100,0,"        Employee.Manager(firstN, lastN, var1);",,,,,,,
300,0,0,0,100,0,     }//End if manager statement,,,,,,,
301,0,0,0,100,0,"     else if(compar.equals(""*"")){//If using hourly symbol",,,,,,,
302,0,0,0,100,0,        String firstN = input.nextString();,,,,,,,
303,0,0,0,100,0,        String lastN = input.nextString();,,,,,,,
304,0,0,0,100,0,        double var1 = input.nextDouble();,,,,,,,
305,0,0,0,100,0,        double var2 = input.nextDouble();,,,,,,,
306,0,0,0,100,0,"        Employee.HourlyWorker(firstN, lastN, var1, var2);",,,,,,,
307,0,0,0,100,0,     }//End if hourly statement       ,,,,,,,
308,0,0,0,100,0,   }//End while loop,,,,,,,
309,0,0,0,100,0,  }//End main method,,,,,,,
310,0,0,0,100,0,}//End class,,,,,,,
311,0,1,1,66.66666667,1,Following are my errors:,,,,,,,
312,0,1,1,66.66666667,1,Line 14:  error: cannot find symbol ,,,,,,,
313,0,0,0,100,0,     char posit = input.nextChar();//Finds first character                   ,,,,,,,
314,0,0,0,100,0,symbol:   method nextChar() ,,,,,,,
315,0,1,1,66.66666667,1,location: variable input of type Scanner ,,,,,,,
316,0,1,1,66.66666667,1,Line 17:  error: cannot find symbol ,,,,,,,
317,0,0,0,100,0,        String firstN = input.nextString();  ,,,,,,,
318,0,0,0,100,0,symbol:   method nextString() ,,,,,,,
319,0,1,1,66.66666667,1,location: variable input of type Scanner ,,,,,,,
320,0,1,1,66.66666667,1,Line 18:  error: cannot find symbol ,,,,,,,
321,0,0,0,100,0,        String lastN = input.nextString();                                 ,,,,,,,
322,0,0,0,100,0,symbol:   method nextString() ,,,,,,,
323,0,1,1,66.66666667,1,location: variable input of type Scanner ,,,,,,,
324,0,1,1,66.66666667,1,Line 26:  error: cannot find symbol ,,,,,,,
325,0,0,0,100,0,        String firstN = input.nextString();                                 ,,,,,,,
326,0,0,0,100,0,symbol:   method nextString() ,,,,,,,
327,0,1,1,66.66666667,1,location: variable input of type Scanner ,,,,,,,
328,0,1,1,66.66666667,1,Line 27:  error: cannot find symbol ,,,,,,,
329,0,0,0,100,0,        String lastN = input.nextString();                                 ,,,,,,,
330,0,0,0,100,0,symbol:   method nextString() ,,,,,,,
331,0,1,1,66.66666667,1,location: variable input of type Scanner ,,,,,,,
332,0,1,1,66.66666667,1,5 errors ,,,,,,,
333,1,1,1,100,1,['I am trying to upload image file to a django Image field. All the fields get populated except image.,,,,,,,
334,1,1,1,100,1,My model is as follows:,,,,,,,
335,0,0,0,100,0,class ImageModel(models.Model):,,,,,,,
336,0,0,0,100,0,"    image_title = models.CharField(max_length=50, null=False, blank=False)",,,,,,,
337,0,0,0,100,0,"    uploader = models.CharField(max_length=50, null=False, blank=False)",,,,,,,
338,0,0,0,100,0,"    image = models.ImageField(upload_to=\'imgs/\', null=True, blank=True)",,,,,,,
339,1,1,1,100,1,And here\'s the Java code snippet for inserting data:,,,,,,,
340,0,0,0,100,0,"String query = ""INSERT INTO testapp_ImageModel (image_title , uploader , image) VALUES(?, ?, ?)"";",,,,,,,
341,0,0,1,66.66666667,0,"File file = new File(""Image location goes here"");",,,,,,,
342,0,0,0,100,0,try {,,,,,,,
343,0,0,0,100,0,        FileInputStream fis = new FileInputStream(file);,,,,,,,
344,0,0,0,100,0,        ByteArrayOutputStream bos = new ByteArrayOutputStream();,,,,,,,
345,0,0,0,100,0,        byte [] buffer = new byte[1024];,,,,,,,
346,0,0,0,100,0,        for(int readNum; (readNum = fis.read(buffer)) != -1; ){,,,,,,,
347,0,0,0,100,0,"            bos.write(buffer, 0, readNum);",,,,,,,
348,0,0,0,100,0,"            System.out.println(""Read "" + readNum + "" bytes..."");",,,,,,,
349,0,0,0,100,0,        byte [] image = bos.toByteArray();,,,,,,,
350,0,0,0,100,0,        PreparedStatement ps = connection.prepareStatement(query);,,,,,,,
351,0,0,0,100,0,"        ps.setString(1, ""Some Title"");",,,,,,,
352,0,0,0,100,0,"        ps.setString(2, ""Uploader Name goes here"");",,,,,,,
353,0,0,0,100,0,"        ps.setBytes(3, image);",,,,,,,
354,0,0,1,66.66666667,0,    }catch (Exception e) {,,,,,,,
355,1,1,1,100,1,I know ImageField in django won\'t behave as I am expecting here but don\'t know how to proceed with the issue. Please someone help me.,,,,,,,
356,1,1,1,100,1,"['I need to take a XML element and its children, escape the XML and append them as a text node in another document. I know this approach is stupid, but an API requires it.",,,,,,,
357,1,1,1,100,1,Could I accomplish this using one of many XML libraries for Java? ,,,,,,,
358,1,1,1,100,1,"I tried using JAXP, but my code doesn\'t escape apostrophes and double quotes.",,,,,,,
359,0,0,0,100,0,    …,,,,,,,
360,0,0,0,100,0,    String content = elementToString(nodeToEscape);,,,,,,,
361,0,0,0,100,0,    Text text = document.createTextNode(content);,,,,,,,
362,0,0,0,100,0,"    Node n = document.getElementsByTagName(""targetNode"").item(0);",,,,,,,
363,0,0,0,100,0,String elementToString(Element element) {,,,,,,,
364,0,0,0,100,0,    Document document = element.getOwnerDocument();,,,,,,,
365,0,0,0,100,0,    DOMImplementationLS domImplLS = (DOMImplementationLS) document.getImplementation();,,,,,,,
366,0,0,0,100,0,    LSSerializer serializer = domImplLS.createLSSerializer();,,,,,,,
367,0,0,0,100,0,    return serializer.writeToString(element);,,,,,,,
368,1,1,1,100,1,Resulting document fragment:,,,,,,,
369,0,0,0,100,0," &lt;dataItem aggregate=""none"" name=""Order number""…",,,,,,,
370,1,1,1,100,1,"[""Well, I've read a lot about removing duplicated values from lists, but nothing about maintaining those that are in fact duplicated in another list.  I'll try to explain my problem:",,,,,,,
371,1,1,1,100,1,"I have to read some values from a DB and save every entry (integer entry) that matches my searching criterias. This operation is done n times, since it's a loop operation. The returning object must be a List (or ArrayList, or whatever list implementation is the most adequate for my purpose). ",,,,,,,
372,1,1,1,100,1,"To make it clear, some pseudocode:",,,,,,,
373,0,0,0,100,0,for (int i=0; i<nElements; i++) {,,,,,,,
374,0,0,0,100,0,    tempList = getEntriesFromDb(i);,,,,,,,
375,0,0,0,100,0,    if (i==0),,,,,,,
376,1,1,1,100,1,     //this is where I should maintain those entries that are in fact duplicated,,,,,,,
377,1,1,1,100,1,     // in both tempList and result,,,,,,,
378,0,0,0,100,0,"     result = maintainDuplicates(result,tempList);",,,,,,,
379,0,0,1,66.66666667,0,retun result;,,,,,,,
380,1,1,1,100,1,"I would like to know some proposals for my problem. The question is, I could do it making a new loop that extracts every single entry from the lists, create a (third!!) temporal list to save them there, etc.. But I am really aware that this will cause a bottleneck in my implementation.",,,,,,,
381,1,1,1,100,1,"Any help would be appreciated, thanks in advance.",,,,,,,
382,1,1,1,100,1,My Project dosnt have a bin folder,,,,,,,
383,1,1,1,100,1,Have tried the following: ,,,,,,,
384,0,0,0,100,0," D:>java -cp ""Pathtolibfolder\\lib*;Pathtobinfolder\\bin""",,,,,,,
385,0,0,0,100,0,  org.testng.TestNG testng.xml,,,,,,,
386,1,1,1,100,1,Any Ideas?,,,,,,,
387,1,1,1,100,1,['Suppose i have one website with simple pages in php like,,,,,,,
388,1,1,1,100,1,Now there is one page where i want some detailed functioning and i want to use python for that and it will look like,,,,,,,
389,1,1,1,100,1,and in other page i want to use java like,,,,,,,
390,1,1,1,100,1,"Provided i have installed python , java on webserver.",,,,,,,
391,1,1,1,100,1,Is it possible?,,,,,,,
392,1,1,1,100,1,['Why does the following not work in Java?  It would work in C#:,,,,,,,
393,0,0,0,100,0,"public static final List<String> Split(String str, char delimiter)",,,,,,,
394,0,0,0,100,0,"        if ((str == null) || """".equals(str))",,,,,,,
395,0,0,0,100,0,            return new CopyOnWriteArrayList<String>();,,,,,,,
396,1,1,1,100,1,I get an error saying this method has to return List.  CopyOnWriteArrayList implements the List interface.  Why does covariance not apply on return values in Java?,,,,,,,
397,1,1,1,100,1,['We are looking at running our existing Java app on a 64 bit Windows OS and JVM instead of the current 32 bit app.  We noticed that the JSCH SFTP connection takes 15 seconds when run on the 64 bit server vs. a second on 32 bit.  Any ideas why we would see this?,,,,,,,
398,1,1,1,100,1,"['I\'m confused about how I should refresh the state of entity that is already in the database. Being more specific, suppose I have ""entity"" persisted with a code like this:",,,,,,,
399,0,0,0,100,0,EntityManager em = emf.createEntityManager();,,,,,,,
400,1,1,1,100,1,"Since I closed the EntityManager my entity instance is detached. Now suppose that I have other objects using this instance of entity. If I want to fetch the new state of this entity from the database, I pretty much can\'t use em.refresh() because the entity is detached. The em.merge() method returns a managed instance, and since is not the same instance of my object this can be a problem. I can foresee two solutions:",,,,,,,
401,1,1,1,100,1,create a new method in my entity object that updates its state using a given entity instance.,,,,,,,
402,1,1,1,100,1,not close the entity manager (implications !??),,,,,,,
403,1,1,1,100,1,"So, what I should do in this case? How can I refresh the state of my entity object without losing all the references from other objects to it? Ideas?",,,,,,,
404,1,1,1,100,1,['I had the query of how can we take the rating value from the user . I have know the onratingbarlistener . But since the code below is used while prompting user with the dialog box.,,,,,,,
405,1,1,1,100,1,I would appreciate to hear valuable feedbacks or suggestions.                           ,,,,,,,
406,0,0,0,100,0,"                        public void onCompleted(Exception e, ImageView result)",,,,,,,
407,1,1,1,100,1, Solution :,,,,,,,
408,0,0,0,100,0,"public void onRatingChanged(RatingBar ratingBar, float rating, boolean fromTouch) {",,,,,,,
409,0,0,0,100,0,   final int numStars = ratingBar.getNumStars();,,,,,,,
410,0,0,0,100,0,   ratingBar.getRating() ;,,,,,,,
411,0,0,0,100,0,   final float ratingBarStepSize = ratingBar.getStepSize();,,,,,,,
412,1,1,1,100,1,['What is the difference between creating graphics with OpenGL and a 3D modelling software like Blender or Maya. Is the difference same as that between using machine language and a high level language to write code? Is it lengthier to model using OpenGL than with Blender or Maya? ,,,,,,,
413,1,1,1,100,1,['I have the following code.,,,,,,,
414,1,1,1,100,1,//this line returns - UTC,,,,,,,
415,0,0,0,100,0,TimeZone timeZone = TimeZone.getDefault();,,,,,,,
416,0,1,0,66.66666667,0,//date1 - todays date in UTC format,,,,,,,
417,0,0,0,100,0,boolean dstInit = timeZone.inDaylightTime(date1);,,,,,,,
418,0,1,0,66.66666667,0,//date2 - todays date in UTC format,,,,,,,
419,0,0,0,100,0,boolean dstNext = timeZone.inDaylightTime(date2); ,,,,,,,
420,1,1,1,100,1,But due to some reason both dstInit and dstNext returning false (instead of TRUE).,,,,,,,
421,1,1,1,100,1,"date1 and date2 is June 20, 2014 in UST formnat which falls in DST time between march and october. Can anyone please help me in fixing this issue?",,,,,,,
422,1,1,1,100,1,"['I imported a web project build in JSP, which I am relatively new to. I got some errors in WEB-INF/includes/components that I am unable to resolve. ",,,,,,,
423,0,1,1,66.66666667,1,Some .jspf files show me errors such as at that line: ,,,,,,,
424,0,0,0,100,0,"<c:if test=""${fn:length(view.parent.views) > 1}"">",,,,,,,
425,1,1,1,100,1,the error is:,,,,,,,
426,1,1,1,100,1,Multiple annotations found at this line:,,,,,,,
427,0,1,0,66.66666667,0,#NAME?,,,,,,,
428,0,0,0,100,0,- Unknown tag (c:if).,,,,,,,
429,1,1,1,100,1,I also get errors like The function fn:length is undefined errors for fn:length.,,,,,,,
430,1,1,1,100,1,"I followed up with other questions and made sure that standard.jar and jstl-1.2.jar are included in my build path. Moreover, WEB-INF/includes/taglibs.jspf has the following :",,,,,,,
431,0,0,0,100,0,"<%@ taglib prefix=""c"" uri=""http://java.sun.com/jsp/jstl/core"" %>",,,,,,,
432,0,0,0,100,0,"<%@ taglib prefix=""fn"" uri=""http://java.sun.com/jsp/jstl/functions"" %>",,,,,,,
433,1,1,1,100,1,['I\'m running a small test that although is a micro benchmark does mimic what we are actually doing in production pretty well.,,,,,,,
434,1,1,1,100,1,"I\'m creating a 2D array, 5 columns and 10,000,000 rows filled with random integers between 0-19 inclusive. I then want to sum up all the numbers in the 3rd column as long as the value in the 2nd column is even. I do this 100 times to warm up and then another 100 times and time how long it takes.",,,,,,,
435,1,1,1,100,1,"On my machine the vast majority of time it takes around 9 seconds, however, occasionally it takes just under 6 seconds. ",,,,,,,
436,1,1,1,100,1,"It doesn\'t look like garbage collection, or JIT compilation.",,,,,,,
437,1,1,1,100,1,Does anyone have any idea why it would be so significantly faster very occasionally?,,,,,,,
438,1,1,1,100,1,"I run the code with JDK7u11 on Linux with these arguments: -server -XX:+PrintCompilation -Xms500m -Xmx500m -verbose:gc -XX:+PrintGCTimeStamps -XX:+PrintGCDetails however, using various different JDKs (from 6 all the way to 8) and removing all these parameters doesn\'t seem to effect the timings significantly.",,,,,,,
439,1,1,1,100,1,Here is the code:,,,,,,,
440,0,0,0,100,0,import java.util.ArrayList;,,,,,,,
441,0,0,0,100,0,import java.util.Random;,,,,,,,
442,0,0,0,100,0,public class JavaPerformanceTest {,,,,,,,
443,0,0,0,100,0,    public static void main(String[] args) {,,,,,,,
444,0,0,0,100,0,        int numColumns = 5;,,,,,,,
445,0,0,0,100,0,        int numRows = 10000000;,,,,,,,
446,0,0,0,100,0,        int[][] data = new int[numColumns][numRows];,,,,,,,
447,0,0,0,100,0,        Random rand = new Random(1234);,,,,,,,
448,0,0,0,100,0,        for (int j = 0; j < numColumns; j++) {,,,,,,,
449,0,0,0,100,0,            for (int i = 0; i < numRows; i++) {,,,,,,,
450,0,0,0,100,0,                data[j][i] = rand.nextInt(20);,,,,,,,
451,0,0,0,100,0,        int warmUp = 100;,,,,,,,
452,0,0,0,100,0,        ArrayList<Integer> sums = new ArrayList<Integer>();,,,,,,,
453,0,0,0,100,0,"        System.out.println(""warm up "" + warmUp + "" times"");",,,,,,,
454,0,0,0,100,0,        long warmUpStart = System.nanoTime();,,,,,,,
455,0,0,0,100,0,        for (int i = 0; i < warmUp; i++) {,,,,,,,
456,0,0,0,100,0,"            sums.add(sum(numRows, data));",,,,,,,
457,0,0,0,100,0,        long warmUpEnd = System.nanoTime();,,,,,,,
458,0,0,0,100,0,"        System.out.println(""warm up complete "" + (warmUpEnd - warmUpStart) / 1000000);",,,,,,,
459,0,0,0,100,0,        int numberOfRuns = 100;,,,,,,,
460,0,0,0,100,0,        int finalSum = 0;,,,,,,,
461,0,0,0,100,0,        long startTime = System.nanoTime();,,,,,,,
462,0,0,0,100,0,        for (int i = 0; i < numberOfRuns; i++) {,,,,,,,
463,0,0,0,100,0,"            finalSum = sum(numRows, data);",,,,,,,
464,0,0,0,100,0,        long endTime = System.nanoTime();,,,,,,,
465,0,0,0,100,0,        long diff = (endTime - startTime) / 1000000;,,,,,,,
466,0,0,0,100,0,"        System.out.println(""Time taken: "" + diff + ""    Sum: "" + finalSum);",,,,,,,
467,0,0,0,100,0,"    public static int sum(int numRows, int[][] columnBased) {",,,,,,,
468,0,0,0,100,0,        int sum = 0;,,,,,,,
469,0,0,0,100,0,        for (int i = 0; i < numRows; i++) {,,,,,,,
470,0,0,0,100,0,            if ((columnBased[1][i] % 2) == 0) {,,,,,,,
471,0,0,0,100,0,                sum += columnBased[2][i];,,,,,,,
472,0,0,0,100,0,        return sum;,,,,,,,
473,1,1,1,100,1,"Thanks, Nick.",,,,,,,
474,1,1,1,100,1,['I\'m a beginner trying to learn java!,,,,,,,
475,1,1,1,100,1,"I am currently trying out the book Building Skills in Object-Oriented Design, and is currently working on the Roulette.",,,,,,,
476,1,1,1,100,1,"I have a class, Bin, which constructs a TreeSet which contains Outcome-objects. They are constructed in the Outcome class.",,,,,,,
477,1,1,1,100,1,"Now, I am working on the Wheel class, and here I am using new Vector(38) that I\'m filling with 38 new Bin() s.",,,,,,,
478,1,1,1,100,1,"Now, the issue.",,,,,,,
479,1,1,1,100,1,I want to create a method that retrieves a Bin-object from the Vector.,,,,,,,
480,0,0,0,100,0,Bin get(int bin){,,,,,,,
481,0,0,0,100,0,    return  bins.elementAt(bin);,,,,,,,
482,1,1,1,100,1,This doesn\'t work and Eclipse is suggesting two fixes:,,,,,,,
483,1,1,1,100,1,1: Add cast,,,,,,,
484,1,1,1,100,1,2: Change Bin to Object,,,,,,,
485,1,1,1,100,1,"What is going on here? Why can\'t I return Bin the way I want to? When I cast or change to Object, it doesn\'t work. ",,,,,,,
486,1,1,1,100,1,This is the Outcome class,,,,,,,
487,1,1,1,100,1,This is the Bin class,,,,,,,
488,1,1,1,100,1,This is the Wheel class,,,,,,,
489,0,0,1,66.66666667,0,package Roulette;,,,,,,,
490,0,0,0,100,0,import java.util.Random;,,,,,,,
491,0,0,0,100,0,import java.util.Vector;,,,,,,,
492,0,0,1,66.66666667,0,public class Wheel {,,,,,,,
493,0,0,0,100,0,Vector bins;,,,,,,,
494,0,0,0,100,0,Random rng;,,,,,,,
495,0,0,0,100,0,Wheel(Random rng){,,,,,,,
496,0,0,0,100,0,    rng =  new Random();,,,,,,,
497,0,0,0,100,0,    bins = new Vector(38);,,,,,,,
498,0,0,0,100,0,    for (int i=0; i<38; i++){,,,,,,,
499,0,0,0,100,0,"        bins.add(i, new Bin());",,,,,,,
500,0,0,0,100,0,"void addOutcome(int bin, Outcome outcome){",,,,,,,
501,0,0,0,100,0,Bin next(){,,,,,,,
502,0,0,0,100,0,    int rand = rng.nextInt(38);,,,,,,,
503,0,0,0,100,0,    return bins.elementAt(rand);,,,,,,,
504,0,0,0,100,0,Bin get(int bin){,,,,,,,
505,0,0,0,100,0,    return  bins.elementAt(bin);,,,,,,,
506,1,1,1,100,1,"['i have an assignment to do , all i have to do is write a code in a button, when you click the button a 2 random numbers between 1-10 will appear in one message and i wrote this code",,,,,,,
507,0,0,0,100,0,Random r=new Random();,,,,,,,
508,0,0,0,100,0,"String total = """";",,,,,,,
509,0,0,0,100,0,for (int z=0;z<5;z=z+1) {,,,,,,,
510,0,0,0,100,0,    int x=r.nextInt(10);,,,,,,,
511,0,0,0,100,0,"    total = total+x+""\",,,,,,,
512,1,1,1,100,1,my problem now is when the message appear i need to put a stars in front of each random number. for example :,,,,,,,
513,1,1,1,100,1,"i clicked the button, the message appeared, a 5 random numbers appeared like",,,,,,,
514,1,1,1,100,1,i need to write a code to put stars equal each random number like,,,,,,,
515,0,0,0,100,0,5 *****,,,,,,,
516,0,0,0,100,0,2 **,,,,,,,
517,0,0,0,100,0,3 ***,,,,,,,
518,0,0,0,100,0,4 ****,,,,,,,
519,0,0,0,100,0,8 ********  ,,,,,,,
520,1,1,1,100,1,"so, is there any simple code to make this happened ? ",,,,,,,
521,1,1,1,100,1,p.s : i\'m a java beginner so i need a simple code so i can understand it.,,,,,,,
522,1,1,1,100,1,thanks for your help :) ,,,,,,,
523,1,1,1,100,1,['Hi i have read about the ReadWriteLock in Java but i am not sure that i have grasped the reentrance part of it.,,,,,,,
524,1,1,1,100,1,Here is two brief code examples using only one main thread to show reentrance,,,,,,,
525,0,0,1,66.66666667,0,public class Locks {,,,,,,,
526,0,0,0,100,0,    public static void main( String[] args ) {,,,,,,,
527,0,0,0,100,0,        ReadWriteLock lock = new ReentrantReadWriteLock();,,,,,,,
528,0,0,0,100,0,"        System.out.println( ""Reentrance acheieved"" );",,,,,,,
529,1,1,1,100,1,and the second example,,,,,,,
530,0,0,1,66.66666667,0,public class Locks {,,,,,,,
531,0,0,0,100,0,    public static void main( String[] args ) {,,,,,,,
532,0,0,0,100,0,        ReadWriteLock lock = new ReentrantReadWriteLock();,,,,,,,
533,0,0,0,100,0,"        System.out.println( ""Reentrance acheieved"" );",,,,,,,
534,1,1,1,100,1,"In the first one the sysout is performed but not in the second one, why is that? Both locks are to be obtained by the same thread so we have a reentrance situation here, but the entrance is achieved only when writelock is obtained first which is strange because in non reentrant situation, the doc says that a write operation is exclusive with all the other operations (be it write or read).",,,,,,,
535,1,1,1,100,1,"[""I have a string that contains the representation of a date. It looks like: ",,,,,,,
536,0,0,0,100,0,Thu Nov 30 19:00:00 EST 2006,,,,,,,
537,1,1,1,100,1,I'm trying to create a Date object using SimpleDateFormat and have 2 problems. ,,,,,,,
538,1,1,1,100,1,1.) I can't figure out the pattern to hard-code the solution into the SimpleDateFormat constructor,,,,,,,
539,1,1,1,100,1,2.) I can't find a way I could parse the string using API to determine the pattern so I could reuse this for different patterns of date output ,,,,,,,
540,1,1,1,100,1,If anyone knows a solution using API or a custom solution I would greatly appreciate it.,,,,,,,
541,1,1,1,100,1,"[""We have an existing C++ application that we are going to gradually replace with a new Java-based system.  Until we have completely reimplemented everything in Java we expect the C++ and Java to have to communicate with each other (RMI, SOAP, messaging, etc - we haven't decided).",,,,,,,
542,1,1,1,100,1,"Now my manager thinks we'll need the Java and C++ sides to participate in the same Oracle DB transaction.  This is related to, but different from the usual distrbuted transaction problem of having a single process co-ordinate 2 transactional resources, such as a DB and a message queue.",,,,,,,
543,1,1,1,100,1,"I think propagating a transaction across processes is a terrible idea from a performance and stability point-of-view, but I am still going to be asked for a solution.",,,,,,,
544,1,1,1,100,1,"I am familiar with XA transactions and I've done some work with the JBoss Transaction Manager, but my googling hasn't turned up anything good on propagating an XA transaction between 2 processes.",,,,,,,
545,1,1,1,100,1,We are using Spring on the Java side and their documentation explicitly states they do not provide any help with transaction propagation.,,,,,,,
546,1,1,1,100,1,"We are not planning on using a traditional Java EE server (for example: IBM Websphere), which may have support for propagation (not that I can find any definitive documentation).",,,,,,,
547,1,1,1,100,1,Any help or pointers on solutions is greatly appreciated.,,,,,,,
548,1,1,1,100,1,"[""I just read that we should not use virtual function excessively. People felt that less virtual functions tends to have fewer bugs and reduces maintenance.",,,,,,,
549,1,1,1,100,1,What kind of bugs and disadvantages can appear due to virtual functions?,,,,,,,
550,1,1,1,100,1,I'm interested in context of C++ or Java.,,,,,,,
551,1,1,1,100,1,One reason I can think of is virtual function may be slower than normal functions due to v-table lookup.,,,,,,,
552,1,1,1,100,1,"['I am having difficulty creating a PayPal ""Buy Now"" button with the Java paypal-sdk. Single products seem to work okay. I would like the button to go to the checkout page with the product prices, descriptions and item numbers and NOT be editable. Here is a look at my code. First I create my array of button vars. (This code snipped is in Groovy)",,,,,,,
553,0,0,0,100,0,List<String> buttonVarList = new ArrayList<String>()    ,,,,,,,
554,0,0,0,100,0,int count = 1,,,,,,,
555,0,0,0,100,0,int size = priceMap.size(),,,,,,,
556,0,0,0,100,0,double totalPrice = 0.0,,,,,,,
557,0,0,0,100,0,"for (Map.Entry<String, PriceInfo> entry : priceMap.entrySet()) ",,,,,,,
558,0,0,0,100,0,    String skuKey = entry.getKey(),,,,,,,
559,0,0,0,100,0,    PriceInfo priceInfo = entry.getValue(),,,,,,,
560,0,0,0,100,0,"    String itemNum = (size > 1) ? ""_"" + String.valueOf(count) + ""="" : ""=""",,,,,,,
561,0,0,0,100,0,    Product product = Product.findByProductCode(skuKey),,,,,,,
562,0,0,0,100,0,"    buttonVarList.add(""item_name"" + itemNum + product.productName)",,,,,,,
563,0,0,0,100,0,"    buttonVarList.add(""item_number"" + itemNum + skuKey)",,,,,,,
564,0,0,0,100,0,"    buttonVarList.add(""amount"" + itemNum + priceInfo.unitPrice)",,,,,,,
565,0,0,0,100,0,"    buttonVarList.add(""quantity"" + itemNum + priceInfo.qty)",,,,,,,
566,0,0,0,100,0,    totalPrice += priceInfo.totalPrice,,,,,,,
567,0,0,0,100,0,"buttonVarList.add(""currency_code="" + currency)",,,,,,,
568,0,0,0,100,0,"buttonVarList.add(""business="" + grailsApplication.config.grails.paypal.email)",,,,,,,
569,0,0,0,100,0,"buttonVarList.add(""subtotal="" + totalPrice)",,,,,,,
570,0,0,0,100,0,"buttonVarList.add(""notify_url="" + grailsApplication.config.grails.paypal.notifyPaypal)",,,,,,,
571,0,0,0,100,0,"buttonVarList.add(""return="" + grailsApplication.config.grails.paypal.successPaypal)",,,,,,,
572,0,0,0,100,0,"buttonVarList.add(""cancel_return="" + grailsApplication.config.grails.paypal.cancelPaypal)",,,,,,,
573,0,0,0,100,0,"Payment payment = createTransaction(null, priceMap, request.getRemoteAddr(), ""PAYPAL"")",,,,,,,
574,0,0,0,100,0,"buttonVarList.add(""transactionId="" + payment.transactionId)",,,,,,,
575,0,0,0,100,0,"buttonVarList.add(""buyerId="" + payment.buyerId)",,,,,,,
576,0,0,0,100,0,return paypalApi.createButton(buttonVarList),,,,,,,
577,0,1,1,66.66666667,1,"After I create the button var list, I create my encrypted button.",,,,,,,
578,1,0,0,66.66666667,0,BMCreateButtonRequestType requestType = new BMCreateButtonRequestType();,,,,,,,
579,1,1,1,100,1,"With BUYNOW as the button type, the button will work for single products, but for multiple products (item_name_1, item_name_2 variables etc), it seems to not recognize the products and the checkout page has the price and description editable. From the documentation I can see this is likely because it does not recognize the additional products ""If this variable is omitted, buyers see a field in which they can enter the item name.""",,,,,,,
580,1,1,1,100,1,"I have also tried using the CART button type, which works for single products, but for multiple products returns the error 11929 ""A cart button must have an item name and amount specified.""",,,,,,,
581,1,1,1,100,1,Is this the correct way to specify multiple products in the checkout cart? I feel like I must be missing something simple. Thanks for the help.,,,,,,,
582,0,1,1,66.66666667,1,EDIT 1:,,,,,,,
583,1,1,1,100,1,"I have tried adding the cart upload option ""upload=1"" with an unencrypted cart button. If I then remove the underscores from the item button vars in code, then re-add them by hand to the generated button (and remove add=1 which upload does not seem to override..) it seems to work. I obviously can\'t do this since I need encrypted buttons..but at least I can see there is a way to get it work. Perhaps I should ditch the Paypal Java Button Manager API?",,,,,,,
584,1,1,1,100,1,['my application wants to check whether the user\'s login credentials are valid to access the web API.,,,,,,,
585,1,1,1,100,1,"To do so, I have implemented this with AsyncTask method.",,,,,,,
586,1,1,1,100,1,Here is doInBackground() implementation.,,,,,,,
587,0,0,0,100,0,protected Boolean doInBackground(String... params) {,,,,,,,
588,0,0,0,100,0,        HttpURLConnection urlConnection = null;,,,,,,,
589,0,0,0,100,0,        URL url = null;,,,,,,,
590,0,0,1,66.66666667,0,        try {,,,,,,,
591,0,0,0,100,0,            url = new URL(params[0]);,,,,,,,
592,0,0,0,100,0,            urlConnection = (HttpURLConnection) url.openConnection();,,,,,,,
593,0,0,0,100,0,            Authenticator.setDefault (new Authenticator() {,,,,,,,
594,0,0,0,100,0,                protected PasswordAuthentication getPasswordAuthentication() {,,,,,,,
595,0,0,0,100,0,"                    return new PasswordAuthentication (user, password.toCharArray());",,,,,,,
596,0,0,0,100,0,            return (HttpURLConnection.HTTP_OK == urlConnection.getResponseCode());,,,,,,,
597,0,0,0,100,0,        } catch (SocketTimeoutException e) {,,,,,,,
598,0,0,0,100,0,        } catch (IOException e){,,,,,,,
599,0,0,1,66.66666667,0,        return false;,,,,,,,
600,1,1,1,100,1,"When I enter the right user credentials, it would work fine. However, when I enter the wrong credentials, it would stay hanging at urlConnection.getResponseCode() (does not throw any exception).",,,,,,,
